3.29	837.1438
3.25	803.3160
3.20	762.5127
3.15	723.2094
3.10	685.3313
3.05	648.8783
3.0	613.7754
2.95	579.9476
2.9	547.4700
2.85	516.2674
2.8	486.1899
2.75	457.3876
2.7	429.7103
2.65	403.2331
2.6	377.8060
2.55	353.4290
2.5	330.1771
2.45	307.9003
2.4	286.6735
2.35	266.3469
2.3	247.0703
2.25	228.6938
2.2	211.2173
2.15	194.6410
2.1	178.8897
2.05	164.0384
2.0	150.0123
1.95	136.8112
1.9	124.3602
1.85	112.6592
1.8	101.7083
1.75	91.4325
1.7	81.9067
1.65	73.0710
1.6	64.8728
1.55	57.2897
1.5	50.3216
1.45	43.9386
1.4	38.1106
1.35	32.8151
1.3	28.0373
1.25	23.7394
1.2	19.9066
1.15	16.5163
1.1	13.5311
1.05	10.9433
1.0	8.7007
0.95	6.8030
0.9	5.2129
0.85	3.9003
0.8	2.8352
0.75	2.0026
0.7	1.3501
0.65	.8700
0.6	.5325
0.572	0.4
0.5477	0.3
0.5163	0.2
0.4693	0.1
0.4556	0.08
0.4391	0.06
0.4174	0.04
0.3844	0.02
0.3557	0.01
0.3305	0.005
0.2829	0.001
